,event_date,year,time_precision,event_type,inter1,interaction,latitude,longitude,geo_precision,fatalities,timestamp,timestampcon,newtimestamp
357,31 October 2015,2015,1,Violence against civilians,3,37,5.1911,7.8962,2,2,1524053913,2015-10-31,1446249600.0
359,31 October 2015,2015,2,Battle-No change of territory,4,44,6.0716,8.1028,1,0,1523534006,2015-10-31,1446249600.0
361,30 October 2015,2015,1,Riots/Protests,5,50,6.6333,3.3,1,0,1524053913,2015-10-30,1446163200.0
362,30 October 2015,2015,1,Riots/Protests,6,60,4.7774,7.0134,1,0,1518765568,2015-10-30,1446163200.0
363,30 October 2015,2015,1,Violence against civilians,1,17,6.6333,3.3,1,1,1524053913,2015-10-30,1446163200.0
365,29 October 2015,2015,1,Riots/Protests,6,60,4.7774,7.0134,1,0,1524053914,2015-10-29,1446076800.0
366,29 October 2015,2015,1,Riots/Protests,5,50,6.1518,6.8655,1,0,1524053914,2015-10-29,1446076800.0
367,29 October 2015,2015,1,Violence against civilians,4,47,10.3134,9.8433,3,2,1524053914,2015-10-29,1446076800.0
369,28 October 2015,2015,1,Violence against civilians,1,17,6.5942,3.3375,1,0,1524053914,2015-10-28,1445990400.0
371,28 October 2015,2015,1,Riots/Protests,5,15,6.5942,3.3375,1,0,1524053914,2015-10-28,1445990400.0
373,28 October 2015,2015,1,Riots/Protests,5,50,7.2526,5.1931,1,0,1518765568,2015-10-28,1445990400.0
374,27 October 2015,2015,1,Riots/Protests,5,50,7.7411,8.5121,1,0,1524053914,2015-10-27,1445904000.0
375,27 October 2015,2015,1,Remote violence,1,12,11.25,13.4167,1,0,1524053914,2015-10-27,1445904000.0
377,27 October 2015,2015,1,Riots/Protests,5,50,4.7774,7.0134,1,0,1524053914,2015-10-27,1445904000.0
378,27 October 2015,2015,1,Battle-No change of territory,1,12,10.8864,13.63,2,0,1524053914,2015-10-27,1445904000.0
380,27 October 2015,2015,1,Violence against civilians,2,27,11.665,14.040999999999999,1,8,1524053914,2015-10-27,1445904000.0
382,27 October 2015,2015,1,Riots/Protests,6,60,8.5,4.55,1,0,1524053914,2015-10-27,1445904000.0
383,26 October 2015,2015,1,Riots/Protests,6,60,6.487,3.8928,2,0,1524053914,2015-10-26,1445817600.0
384,25 October 2015,2015,1,Strategic development,3,37,11.8464,13.1603,1,4,1520877058,2015-10-25,1445731200.0
386,24 October 2015,2015,1,Riots/Protests,5,55,7.7998,5.3324,2,0,1524053914,2015-10-24,1445644800.0
388,24 October 2015,2015,2,Riots/Protests,6,60,7.7364,4.4354,1,0,1518765568,2015-10-24,1445644800.0
389,24 October 2015,2015,1,Violence against civilians,2,27,11.8464,13.1603,1,7,1524053914,2015-10-24,1445644800.0
391,23 October 2015,2015,1,Violence against civilians,2,27,11.8464,13.1603,1,28,1524053914,2015-10-23,1445558400.0
393,23 October 2015,2015,1,Violence against civilians,2,27,9.2,12.4833,1,30,1524053914,2015-10-23,1445558400.0
395,23 October 2015,2015,1,Violence against civilians,3,37,4.9247,6.2642,1,1,1524053914,2015-10-23,1445558400.0
397,23 October 2015,2015,1,Violence against civilians,3,37,8.8672,7.005,1,1,1524053914,2015-10-23,1445558400.0
399,22 October 2015,2015,1,Riots/Protests,6,60,5.7946,7.035,1,0,1524053914,2015-10-22,1445472000.0
400,22 October 2015,2015,1,Violence against civilians,3,37,4.7341,6.8635,1,0,1524053914,2015-10-22,1445472000.0
402,22 October 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053914,2015-10-22,1445472000.0
403,21 October 2015,2015,1,Riots/Protests,6,60,6.4979,3.3829,1,0,1518765568,2015-10-21,1445385600.0
404,21 October 2015,2015,1,Violence against civilians,4,47,7.85,9.7833,2,8,1518765568,2015-10-21,1445385600.0
406,21 October 2015,2015,1,Violence against civilians,2,27,12.6229,13.2745,1,20,1524053914,2015-10-21,1445385600.0
408,21 October 2015,2015,1,Riots/Protests,5,55,7.1962,5.5868,1,0,1518765568,2015-10-21,1445385600.0
410,21 October 2015,2015,1,Riots/Protests,6,60,4.9667,8.3333,1,0,1518765568,2015-10-21,1445385600.0
411,21 October 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1518765568,2015-10-21,1445385600.0
412,20 October 2015,2015,1,Battle-No change of territory,1,12,10.8864,13.63,2,150,1524053914,2015-10-20,1445299200.0
414,20 October 2015,2015,1,Riots/Protests,6,60,4.7774,7.0134,1,0,1524053914,2015-10-20,1445299200.0
415,20 October 2015,2015,1,Violence against civilians,4,47,5.3993,7.0089999999999995,1,1,1524053914,2015-10-20,1445299200.0
417,20 October 2015,2015,1,Riots/Protests,6,60,6.2101,7.0741,1,0,1524053914,2015-10-20,1445299200.0
418,20 October 2015,2015,1,Violence against civilians,4,47,9.5333,8.9,2,2,1524053914,2015-10-20,1445299200.0
420,20 October 2015,2015,1,Riots/Protests,6,60,7.621,5.2215,1,0,1524053914,2015-10-20,1445299200.0
421,20 October 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053914,2015-10-20,1445299200.0
422,19 October 2015,2015,1,Riots/Protests,6,60,9.6139,6.5569,1,0,1518765568,2015-10-19,1445212800.0
423,19 October 2015,2015,1,Riots/Protests,6,60,6.4979,3.3829,1,0,1518765568,2015-10-19,1445212800.0
424,19 October 2015,2015,1,Riots/Protests,6,60,6.4531,3.3958,1,0,1518765568,2015-10-19,1445212800.0
425,19 October 2015,2015,1,Riots/Protests,5,55,7.3878,3.8964,1,0,1523534006,2015-10-19,1445212800.0
427,18 October 2015,2015,1,Battle-No change of territory,1,12,11.8464,13.1603,1,1,1524053914,2015-10-18,1445126400.0
429,18 October 2015,2015,1,Battle-No change of territory,1,12,10.8864,13.63,2,33,1524053914,2015-10-18,1445126400.0
431,18 October 2015,2015,1,Riots/Protests,5,55,7.3878,3.8964,1,1,1523534006,2015-10-18,1445126400.0
433,17 October 2015,2015,1,Violence against civilians,2,27,10.8864,13.63,2,12,1524053914,2015-10-17,1445040000.0
435,17 October 2015,2015,1,Riots/Protests,6,60,5.5263,7.4896,1,0,1518765568,2015-10-17,1445040000.0
436,16 October 2015,2015,2,Violence against civilians,4,47,6.8821,3.1931,1,2,1518765568,2015-10-16,1444953600.0
438,16 October 2015,2015,1,Violence against civilians,2,27,11.8464,13.1603,1,19,1524053914,2015-10-16,1444953600.0
440,16 October 2015,2015,1,Riots/Protests,6,60,7.8024,6.742999999999999,1,0,1518765568,2015-10-16,1444953600.0
441,16 October 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1518765568,2015-10-16,1444953600.0
442,15 October 2015,2015,1,Violence against civilians,2,27,11.0534,12.8164,1,18,1524053914,2015-10-15,1444867200.0
444,15 October 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1518765568,2015-10-15,1444867200.0
445,14 October 2015,2015,1,Violence against civilians,4,47,9.9285,8.8921,1,1,1524053914,2015-10-14,1444780800.0
447,14 October 2015,2015,1,Riots/Protests,6,60,6.4281,3.4219999999999997,1,0,1524053914,2015-10-14,1444780800.0
448,14 October 2015,2015,1,Riots/Protests,6,60,8.4833,8.5167,1,0,1524053914,2015-10-14,1444780800.0
449,13 October 2015,2015,1,Battle-No change of territory,1,12,7.5456,6.2538,1,2,1524053914,2015-10-13,1444694400.0
451,13 October 2015,2015,1,Violence against civilians,2,27,11.8464,13.1603,1,10,1524053914,2015-10-13,1444694400.0
453,13 October 2015,2015,1,Riots/Protests,5,55,7.2526,5.1931,1,0,1524053914,2015-10-13,1444694400.0
455,13 October 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053914,2015-10-13,1444694400.0
456,12 October 2015,2015,1,Violence against civilians,3,37,6.487,3.8928,2,1,1518765568,2015-10-12,1444608000.0
458,12 October 2015,2015,1,Riots/Protests,5,15,7.7667,4.5667,1,0,1524053914,2015-10-12,1444608000.0
460,12 October 2015,2015,1,Riots/Protests,5,15,6.487,3.8928,2,0,1524053914,2015-10-12,1444608000.0
462,12 October 2015,2015,1,Riots/Protests,6,60,4.9667,8.3333,1,0,1518765568,2015-10-12,1444608000.0
463,12 October 2015,2015,1,Violence against civilians,3,37,4.895,6.7004,1,0,1524053914,2015-10-12,1444608000.0
465,11 October 2015,2015,1,Violence against civilians,3,37,6.5459,3.4071,1,0,1524053914,2015-10-11,1444521600.0
467,10 October 2015,2015,1,Violence against civilians,2,27,10.8658,12.847000000000001,2,4,1524053914,2015-10-10,1444435200.0
469,09 October 2015,2015,1,Riots/Protests,6,60,9.0,4.5,1,0,1518765568,2015-10-09,1444348800.0
470,09 October 2015,2015,1,Violence against civilians,3,37,4.6972,6.3213,1,1,1518765568,2015-10-09,1444348800.0
472,09 October 2015,2015,1,Violence against civilians,2,27,9.0833,7.5333,1,18,1524053914,2015-10-09,1444348800.0
474,09 October 2015,2015,2,Riots/Protests,6,60,8.2333,4.8167,1,0,1518765568,2015-10-09,1444348800.0
475,08 October 2015,2015,2,Riots/Protests,6,60,9.0833,7.5333,1,0,1518765568,2015-10-08,1444262400.0
476,07 October 2015,2015,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1518765568,2015-10-07,1444176000.0
477,07 October 2015,2015,1,Riots/Protests,6,60,6.4531,3.3958,1,0,1518765568,2015-10-07,1444176000.0
478,07 October 2015,2015,1,Battle-No change of territory,1,12,11.4833,12.3144,1,107,1524053914,2015-10-07,1444176000.0
480,07 October 2015,2015,1,Violence against civilians,2,27,12.499,12.7848,1,12,1524053914,2015-10-07,1444176000.0
482,07 October 2015,2015,2,Battle-No change of territory,1,12,12.897,11.9304,2,10,1524053914,2015-10-07,1444176000.0
484,07 October 2015,2015,1,Violence against civilians,2,27,12.897,11.9304,1,0,1524053914,2015-10-07,1444176000.0
486,07 October 2015,2015,1,Violence against civilians,2,27,11.747,11.9608,1,18,1524053914,2015-10-07,1444176000.0
488,07 October 2015,2015,1,Riots/Protests,6,60,6.4426,7.5022,1,0,1524053914,2015-10-07,1444176000.0
489,07 October 2015,2015,1,Strategic development,1,12,11.5221,13.6856,2,0,1524053914,2015-10-07,1444176000.0
491,06 October 2015,2015,1,Riots/Protests,5,50,4.9247,6.2642,1,0,1518765568,2015-10-06,1444089600.0
492,05 October 2015,2015,1,Riots/Protests,6,60,8.0167,4.9,2,0,1518765568,2015-10-05,1444003200.0
493,05 October 2015,2015,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1518765568,2015-10-05,1444003200.0
494,04 October 2015,2015,1,Violence against civilians,3,37,11.8464,13.1603,1,10,1518765568,2015-10-04,1443916800.0
496,03 October 2015,2015,2,Riots/Protests,6,60,6.4531,3.3958,1,0,1518765567,2015-10-03,1443830400.0
497,03 October 2015,2015,2,Riots/Protests,6,60,7.7364,4.4354,1,0,1518765567,2015-10-03,1443830400.0
498,02 October 2015,2015,1,Riots/Protests,5,50,6.4531,3.3958,1,0,1524053914,2015-10-02,1443744000.0
499,02 October 2015,2015,1,Violence against civilians,2,27,8.8964,7.2431,1,9,1524053914,2015-10-02,1443744000.0
501,02 October 2015,2015,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1524053914,2015-10-02,1443744000.0
502,02 October 2015,2015,1,Violence against civilians,2,27,8.9961,7.5756,2,9,1524053914,2015-10-02,1443744000.0
504,01 October 2015,2015,1,Violence against civilians,4,47,10.1844,6.2534,2,4,1523534006,2015-10-01,1443657600.0
506,01 October 2015,2015,1,Riots/Protests,6,60,7.7667,4.5667,1,0,1524053915,2015-10-01,1443657600.0
507,01 October 2015,2015,1,Riots/Protests,6,60,6.4531,3.3958,1,0,1524053915,2015-10-01,1443657600.0
508,01 October 2015,2015,1,Remote violence,2,27,11.8464,13.1603,1,14,1524053915,2015-10-01,1443657600.0
510,01 October 2015,2015,1,Violence against civilians,2,27,10.7825,13.3583,1,7,1524053915,2015-10-01,1443657600.0
512,01 October 2015,2015,1,Riots/Protests,6,60,7.3878,3.8964,1,0,1523534006,2015-10-01,1443657600.0
513,01 October 2015,2015,1,Riots/Protests,6,60,7.621,5.2215,1,0,1524053915,2015-10-01,1443657600.0
514,30 September 2015,2015,1,Violence against civilians,2,27,10.3253,12.95,1,2,1524053915,2015-09-30,1443571200.0
516,30 September 2015,2015,1,Riots/Protests,6,60,6.4531,3.3958,1,0,1518765567,2015-09-30,1443571200.0
517,30 September 2015,2015,1,Violence against civilians,4,47,7.8287,6.0731,2,0,1524053915,2015-09-30,1443571200.0
519,30 September 2015,2015,1,Violence against civilians,2,27,10.2317,12.9304,2,2,1524053915,2015-09-30,1443571200.0
521,30 September 2015,2015,2,Strategic development,2,27,12.3611,13.8246,2,0,1524053915,2015-09-30,1443571200.0
523,29 September 2015,2015,1,Riots/Protests,6,60,6.1454,6.7885,1,0,1518765567,2015-09-29,1443484800.0
524,29 September 2015,2015,1,Violence against civilians,3,37,6.9825,7.457000000000001,2,2,1524053915,2015-09-29,1443484800.0
526,29 September 2015,2015,1,Riots/Protests,5,55,7.15,3.35,1,0,1518765567,2015-09-29,1443484800.0
528,28 September 2015,2015,1,Riots/Protests,6,60,7.2526,5.1931,1,0,1518765567,2015-09-28,1443398400.0
529,28 September 2015,2015,1,Riots/Protests,6,60,6.4979,3.3829,1,0,1518765567,2015-09-28,1443398400.0
530,28 September 2015,2015,1,Battle-No change of territory,1,12,11.1036,13.713,2,1,1524053915,2015-09-28,1443398400.0
532,28 September 2015,2015,1,Riots/Protests,5,50,9.0833,7.5333,1,0,1524053915,2015-09-28,1443398400.0
533,27 September 2015,2015,1,Violence against civilians,2,27,11.6558,13.4213,2,9,1524053915,2015-09-27,1443312000.0
535,26 September 2015,2015,1,Violence against civilians,4,47,9.1758,7.1808,1,0,1518765567,2015-09-26,1443225600.0
537,26 September 2015,2015,1,Violence against civilians,2,27,10.8864,13.63,2,6,1524053915,2015-09-26,1443225600.0
539,26 September 2015,2015,2,Strategic development,1,12,11.6621,14.0201,1,0,1524053915,2015-09-26,1443225600.0
541,26 September 2015,2015,1,Battle-No change of territory,1,13,7.8024,6.742999999999999,1,4,1524053915,2015-09-26,1443225600.0
543,25 September 2015,2015,1,Violence against civilians,3,37,5.2272,6.1924,2,0,1524053915,2015-09-25,1443139200.0
545,25 September 2015,2015,1,Violence against civilians,2,27,10.8864,13.63,2,7,1524053915,2015-09-25,1443139200.0
547,25 September 2015,2015,1,Battle-No change of territory,1,13,7.8024,6.742999999999999,1,1,1524053915,2015-09-25,1443139200.0
549,25 September 2015,2015,1,Riots/Protests,6,60,7.621,5.2215,1,0,1524053915,2015-09-25,1443139200.0
550,24 September 2015,2015,1,Violence against civilians,3,37,5.3948,6.6685,1,7,1524053915,2015-09-24,1443052800.0
552,24 September 2015,2015,1,Violence against civilians,3,37,5.3435,6.6532,1,6,1524053915,2015-09-24,1443052800.0
554,24 September 2015,2015,1,Violence against civilians,2,27,10.8864,13.63,2,7,1524053915,2015-09-24,1443052800.0
556,24 September 2015,2015,1,Violence against civilians,5,57,9.0,4.5,1,0,1524053915,2015-09-24,1443052800.0
558,24 September 2015,2015,1,Battle-Government regains territory,1,12,11.6621,14.0201,1,10,1524053915,2015-09-24,1443052800.0
560,22 September 2015,2015,1,Riots/Protests,6,60,7.2526,5.1931,1,0,1524053915,2015-09-22,1442880000.0
561,22 September 2015,2015,1,Riots/Protests,6,60,6.4979,3.3829,1,0,1518765567,2015-09-22,1442880000.0
562,22 September 2015,2015,1,Riots/Protests,5,50,7.7667,4.5667,1,0,1518765567,2015-09-22,1442880000.0
563,22 September 2015,2015,1,Riots/Protests,6,60,5.4996,5.7873,1,0,1524053915,2015-09-22,1442880000.0
564,22 September 2015,2015,1,Violence against civilians,3,37,12.6786,13.6079,1,28,1524053915,2015-09-22,1442880000.0
566,22 September 2015,2015,1,Battle-Government regains territory,1,12,11.4333,13.7667,1,0,1524053915,2015-09-22,1442880000.0
568,22 September 2015,2015,1,Violence against civilians,4,47,10.3228,6.6542,1,35,1518765567,2015-09-22,1442880000.0
570,22 September 2015,2015,1,Battle-Government regains territory,1,12,11.5221,13.6856,2,0,1524053915,2015-09-22,1442880000.0
572,21 September 2015,2015,1,Riots/Protests,6,60,6.5292,3.3217,1,0,1518765567,2015-09-21,1442793600.0
573,21 September 2015,2015,1,Riots/Protests,6,60,7.7667,4.5667,1,0,1518765567,2015-09-21,1442793600.0
574,20 September 2015,2015,1,Riots/Protests,5,50,7.7667,4.5667,1,0,1524053915,2015-09-20,1442707200.0
575,20 September 2015,2015,1,Riots/Protests,6,60,6.335,5.6275,1,0,1518765567,2015-09-20,1442707200.0
576,20 September 2015,2015,1,Violence against civilians,2,27,11.8464,13.1603,1,117,1524053915,2015-09-20,1442707200.0
578,18 September 2015,2015,1,Violence against civilians,2,27,11.8288,12.6345,1,20,1524053915,2015-09-18,1442534400.0
580,18 September 2015,2015,1,Violence against civilians,4,47,8.8672,7.005,2,0,1524053915,2015-09-18,1442534400.0
582,17 September 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1518765567,2015-09-17,1442448000.0
583,17 September 2015,2015,1,Riots/Protests,5,50,6.4979,3.3829,1,0,1518765567,2015-09-17,1442448000.0
584,17 September 2015,2015,1,Riots/Protests,5,50,8.1,6.8,1,0,1518765567,2015-09-17,1442448000.0
585,17 September 2015,2015,1,Riots/Protests,6,60,7.7667,4.5667,1,0,1518765567,2015-09-17,1442448000.0
586,16 September 2015,2015,1,Riots/Protests,5,50,6.4531,3.3958,1,0,1518765567,2015-09-16,1442361600.0
587,16 September 2015,2015,2,Strategic development,1,12,10.2676,13.2644,2,0,1524053915,2015-09-16,1442361600.0
589,16 September 2015,2015,1,Riots/Protests,6,60,12.9894,7.6006,1,0,1524053915,2015-09-16,1442361600.0
590,16 September 2015,2015,1,Violence against civilians,4,47,9.6667,9.15,1,19,1524053915,2015-09-16,1442361600.0
592,15 September 2015,2015,1,Riots/Protests,6,60,7.7667,4.5667,1,0,1518765567,2015-09-15,1442275200.0
593,15 September 2015,2015,1,Violence against civilians,4,47,8.1833,9.75,1,9,1518765567,2015-09-15,1442275200.0
595,14 September 2015,2015,1,Riots/Protests,6,60,6.4967,3.1208,1,0,1518765567,2015-09-14,1442188800.0
596,14 September 2015,2015,1,Riots/Protests,6,60,7.7667,4.5667,1,0,1524053915,2015-09-14,1442188800.0
597,14 September 2015,2015,1,Riots/Protests,6,60,4.9247,6.2642,1,0,1518765567,2015-09-14,1442188800.0
598,14 September 2015,2015,2,Violence against civilians,2,27,6.1454,6.7885,1,0,1518765567,2015-09-14,1442188800.0
600,14 September 2015,2015,1,Riots/Protests,6,60,7.7411,8.5121,1,0,1524053915,2015-09-14,1442188800.0
601,14 September 2015,2015,1,Riots/Protests,6,60,6.4531,3.3958,1,0,1518765567,2015-09-14,1442188800.0
602,14 September 2015,2015,1,Riots/Protests,6,60,6.4967,3.1208,1,0,1518765567,2015-09-14,1442188800.0
603,14 September 2015,2015,1,Violence against civilians,5,57,9.0833,7.5333,2,0,1524053915,2015-09-14,1442188800.0
605,13 September 2015,2015,1,Riots/Protests,5,15,9.9,8.8833,1,0,1524053915,2015-09-13,1442102400.0
607,13 September 2015,2015,1,Violence against civilians,4,47,9.6167,8.9667,1,10,1518765567,2015-09-13,1442102400.0
609,13 September 2015,2015,1,Violence against civilians,4,47,9.7,8.95,1,10,1518765567,2015-09-13,1442102400.0
611,13 September 2015,2015,1,Riots/Protests,5,55,6.4426,7.5022,1,0,1518765567,2015-09-13,1442102400.0
613,12 September 2015,2015,2,Violence against civilians,4,47,4.9247,6.2642,1,3,1524053915,2015-09-12,1442016000.0
615,11 September 2015,2015,2,Battle-No change of territory,1,14,6.2101,7.0741,3,0,1524053915,2015-09-11,1441929600.0
617,11 September 2015,2015,1,Violence against civilians,3,37,9.2,12.4833,1,3,1518765567,2015-09-11,1441929600.0
619,11 September 2015,2015,1,Violence against civilians,3,37,10.8864,13.63,1,13,1518765567,2015-09-11,1441929600.0
621,11 September 2015,2015,1,Violence against civilians,3,37,11.9302,7.4127,1,2,1518765567,2015-09-11,1441929600.0
623,10 September 2015,2015,1,Riots/Protests,5,15,6.6155,3.5087,1,1,1524053915,2015-09-10,1441843200.0
625,10 September 2015,2015,1,Riots/Protests,6,60,5.4833,7.0304,1,0,1518765567,2015-09-10,1441843200.0
626,10 September 2015,2015,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1518765567,2015-09-10,1441843200.0
627,09 September 2015,2015,1,Violence against civilians,3,37,4.9247,6.2642,1,0,1518765567,2015-09-09,1441756800.0
629,09 September 2015,2015,1,Riots/Protests,6,60,6.4531,3.3958,1,0,1518765567,2015-09-09,1441756800.0
630,09 September 2015,2015,1,Riots/Protests,5,50,6.4979,3.3829,1,0,1518765567,2015-09-09,1441756800.0
631,09 September 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1518765567,2015-09-09,1441756800.0
632,09 September 2015,2015,1,Violence against civilians,3,37,6.3163,8.1169,1,0,1518765567,2015-09-09,1441756800.0
634,09 September 2015,2015,1,Violence against civilians,3,37,9.0833,7.5333,1,1,1518765567,2015-09-09,1441756800.0
636,08 September 2015,2015,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1518765567,2015-09-08,1441670400.0
637,07 September 2015,2015,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1524053915,2015-09-07,1441584000.0
638,06 September 2015,2015,1,Violence against civilians,3,37,8.6333,10.7667,2,2,1518765567,2015-09-06,1441497600.0
640,05 September 2015,2015,2,Riots/Protests,6,60,6.5942,3.3375,1,0,1524053915,2015-09-05,1441411200.0
641,05 September 2015,2015,2,Violence against civilians,3,37,6.655,6.3869,2,0,1524053915,2015-09-05,1441411200.0
643,05 September 2015,2015,1,Battle-No change of territory,1,13,5.2903,5.3722,1,3,1524053915,2015-09-05,1441411200.0
